SAMPLE	GENOME	TOT_RDS	TOT_BP	Size	MEAN_COV	COM_FRAC
BR_30_ET_19	pHLL250	1	150	4892	0.0306623058053966	0.000121129890217488
BR_30_ET_20	AMD830_Bacillus_Bacilli_39_7.contigs	1	12	5285864	2.27020596822014e-06	9.00063007073685e-09
BR_30_ET_20	AMD835_Microbacterium_Actinobacteria_70_608.contigs	11	578	3973113	0.000145477865844742	5.76772536183304e-07
BR_30_ET_20	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	0	0	4712276	0	0
BR_30_ET_20	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	7939	1190326	6293399	0.189138810363049	0.000749874014925491
BR_30_ET_20	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	2	300	7381819	4.06403895841933e-05	1.61125958480645e-07
BR_30_ET_20	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	12	1795	5018507	0.000357676097692003	1.41806967541118e-06
BR_30_ET_20	E.coli_WM3604_scaffold_min1000	2	300	4612074	6.50466579677603e-05	2.578888937397e-07
BR_30_ET_20	Klebsiella_michiganensis_M5a1_GCF_002090195.1	9749059	1461852089	5800138	252.037466867168	0.999246779804516
BR_30_ET_20	Methylobacterium_sp_UNC378MF_GCF_900103195.1	1	13	6358020	2.04466170285718e-06	8.10642023888635e-09
BR_30_ET_20	Pseudomonas_simiae_WCS417_GCF_000698265.1	2	300	6169071	4.86296883274645e-05	1.92800935782006e-07
BR_30_ET_20	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	8	927	5087452	0.000182213021371012	7.22415508720359e-07
BR_30_ET_20	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_20	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_20	pHLL249	0	0	4808	0	0
BR_30_ET_20	pHLL250	0	0	4892	0	0
BR_30_ET_21	AMD830_Bacillus_Bacilli_39_7.contigs	0	0	5285864	0	0
BR_30_ET_21	AMD835_Microbacterium_Actinobacteria_70_608.contigs	4	128	3973113	3.2216551605756e-05	1.09841173774116e-07
BR_30_ET_21	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	0	0	4712276	0	0
BR_30_ET_21	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	9170	1374836	6293399	0.218456830720569	0.000744820705796257
BR_30_ET_21	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	6	900	7381819	0.00012192116875258	4.1568583899286e-07
BR_30_ET_21	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	2	300	5018507	5.97787349903069e-05	2.03813446529578e-07
BR_30_ET_21	E.coli_WM3604_scaffold_min1000	3	449	4612074	9.73531647584145e-05	3.31922113159331e-07
BR_30_ET_21	Klebsiella_michiganensis_M5a1_GCF_002090195.1	11336689	1699918381	5800138	293.082402694557	0.999253908936566
BR_30_ET_21	Methylobacterium_sp_UNC378MF_GCF_900103195.1	1	15	6358020	2.35922504175828e-06	8.04369291149455e-09
BR_30_ET_21	Pseudomonas_simiae_WCS417_GCF_000698265.1	0	0	6169071	0	0
BR_30_ET_21	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	2	300	5087452	5.89686153304247e-05	2.01051372691637e-07
BR_30_ET_21	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_21	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_21	pHLL249	0	0	4808	0	0
BR_30_ET_21	pHLL250	0	0	4892	0	0
BR_30_ET_22	AMD830_Bacillus_Bacilli_39_7.contigs	0	0	5285864	0	0
BR_30_ET_22	AMD835_Microbacterium_Actinobacteria_70_608.contigs	2	64	3973113	1.6108275802878e-05	6.013923325572e-08
BR_30_ET_22	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	0	0	4712276	0	0
BR_30_ET_22	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	11425	1713032	6293399	0.272195041185216	0.00101622304417977
BR_30_ET_22	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	0	0	7381819	0	0
BR_30_ET_22	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	4	600	5018507	0.000119557469980614	4.46360284776304e-07
BR_30_ET_22	E.coli_WM3604_scaffold_min1000	3	450	4612074	9.75699869516404e-05	3.64271401598046e-07
BR_30_ET_22	Klebsiella_michiganensis_M5a1_GCF_002090195.1	10346537	1551451907	5800138	267.485343796992	0.998639685584456
BR_30_ET_22	Methylobacterium_sp_UNC378MF_GCF_900103195.1	0	0	6358020	0	0
BR_30_ET_22	Pseudomonas_simiae_WCS417_GCF_000698265.1	6	900	6169071	0.000145889064982394	5.44667636424968e-07
BR_30_ET_22	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1	16	5087452	3.14499281762265e-06	1.17416326217099e-08
BR_30_ET_22	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_22	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_22	pHLL249	0	0	4808	0	0
BR_30_ET_22	pHLL250	3	449	4892	0.0917825020441537	0.000342664191175617
BR_30_ET_23	AMD830_Bacillus_Bacilli_39_7.contigs	0	0	5285864	0	0
BR_30_ET_23	AMD835_Microbacterium_Actinobacteria_70_608.contigs	8	490	3973113	0.000123328986615785	5.56298618273034e-07
BR_30_ET_23	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	0	0	4712276	0	0
BR_30_ET_23	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	6715	1006843	6293399	0.159983976862106	0.00072163785429843
BR_30_ET_23	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	0	0	7381819	0	0
BR_30_ET_23	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	5	750	5018507	0.000149446837475767	6.74108102842414e-07
BR_30_ET_23	E.coli_WM3604_scaffold_min1000	0	0	4612074	0	0
BR_30_ET_23	Klebsiella_michiganensis_M5a1_GCF_002090195.1	8569723	1284935247	5800138	221.535288815542	0.999276637622435
BR_30_ET_23	Methylobacterium_sp_UNC378MF_GCF_900103195.1	0	0	6358020	0	0
BR_30_ET_23	Pseudomonas_simiae_WCS417_GCF_000698265.1	3	312	6169071	5.05748758605631e-05	2.28127501348986e-07
BR_30_ET_23	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	2	300	5087452	5.89686153304247e-05	2.65989043857033e-07
BR_30_ET_23	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_23	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_23	pHLL249	0	0	4808	0	0
BR_30_ET_23	pHLL250	0	0	4892	0	0
BR_30_ET_24	AMD830_Bacillus_Bacilli_39_7.contigs	0	0	5285864	0	0
BR_30_ET_24	AMD835_Microbacterium_Actinobacteria_70_608.contigs	12	365	3973113	9.18675104382886e-05	3.7634456587079e-07
BR_30_ET_24	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	0	0	4712276	0	0
BR_30_ET_24	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	8126	1218148	6293399	0.193559632878831	0.000792936650382251
BR_30_ET_24	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	3	38	7381819	5.14778268066448e-06	2.10884134000044e-08
BR_30_ET_24	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	0	0	5018507	0	0
BR_30_ET_24	E.coli_WM3604_scaffold_min1000	5	676	4612074	0.000146571802620686	6.00446242235287e-07
BR_30_ET_24	Klebsiella_michiganensis_M5a1_GCF_002090195.1	9435220	1414717371	5800138	243.910984704157	0.999206065470396
BR_30_ET_24	Methylobacterium_sp_UNC378MF_GCF_900103195.1	0	0	6358020	0	0
BR_30_ET_24	Pseudomonas_simiae_WCS417_GCF_000698265.1	0	0	6169071	0	0
BR_30_ET_24	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	0	0	5087452	0	0
BR_30_ET_24	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_24	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_24	pHLL249	0	0	4808	0	0
BR_30_ET_24	pHLL250	0	0	4892	0	0
BR_30_ET_25	AMD830_Bacillus_Bacilli_39_7.contigs	104927	15731927	5285864	2.97622621391697	0.0124112454246375
BR_30_ET_25	AMD835_Microbacterium_Actinobacteria_70_608.contigs	8729	1308499	3973113	0.32933848093422	0.00137338374870114
BR_30_ET_25	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	36523	5476519	4712276	1.16218128989049	0.00484644518931553
BR_30_ET_25	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	11851	1776892	6293399	0.282342181069403	0.00117740314449013
BR_30_ET_25	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	422967	63420520	7381819	8.5914488014404	0.0358274445434541
BR_30_ET_25	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	1192824	178791808	5018507	35.6264936962328	0.148567052738009
BR_30_ET_25	E.coli_WM3604_scaffold_min1000	144	21597	4612074	0.00468270890709906	1.95274973476072e-05
BR_30_ET_25	Klebsiella_michiganensis_M5a1_GCF_002090195.1	4894636	733946286	5800138	126.539452337169	0.527685762430299
BR_30_ET_25	Methylobacterium_sp_UNC378MF_GCF_900103195.1	6067	909574	6358020	0.143059317208817	0.000596575719902326
BR_30_ET_25	Pseudomonas_simiae_WCS417_GCF_000698265.1	751074	112587523	6169071	18.2503205101708	0.0761061796549127
BR_30_ET_25	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1014178	152074922	5087452	29.8921585894078	0.124654139121052
BR_30_ET_25	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_25	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_25	pHLL249	0	0	4808	0	0
BR_30_ET_25	pHLL250	522	78287	4892	16.0030662305805	0.0667348407878799
BR_30_ET_26	AMD830_Bacillus_Bacilli_39_7.contigs	109800	16462901	5285864	3.11451467536811	0.0108018281183094
BR_30_ET_26	AMD835_Microbacterium_Actinobacteria_70_608.contigs	12346	1850508	3973113	0.465757706866127	0.00161535109599418
BR_30_ET_26	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	45160	6770550	4712276	1.43678978056464	0.00498310583493022
BR_30_ET_26	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	11009	1650659	6293399	0.262284180615276	0.000909659748777061
BR_30_ET_26	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	545648	81812427	7381819	11.0829630203612	0.0384381754673772
BR_30_ET_26	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	1290583	193439834	5018507	38.5452952441832	0.13368363851037
BR_30_ET_26	E.coli_WM3604_scaffold_min1000	137	20543	4612074	0.004454178315439	1.54480789421826e-05
BR_30_ET_26	Klebsiella_michiganensis_M5a1_GCF_002090195.1	5973898	895756071	5800138	154.437027360384	0.535621886081604
BR_30_ET_26	Methylobacterium_sp_UNC378MF_GCF_900103195.1	7384	1107090	6358020	0.174124963432012	0.000603904017847401
BR_30_ET_26	Pseudomonas_simiae_WCS417_GCF_000698265.1	920528	137988825	6169071	22.3678451747435	0.0775766513047423
BR_30_ET_26	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1330460	199494248	5087452	39.2129985698145	0.135999381831323
BR_30_ET_26	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_26	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_26	pHLL249	0	0	4808	0	0
BR_30_ET_26	pHLL250	562	84280	4892	17.2281275551922	0.0597509699097822
BR_30_ET_27	AMD830_Bacillus_Bacilli_39_7.contigs	101446	15209983	5285864	2.87748284859391	0.0105953913415225
BR_30_ET_27	AMD835_Microbacterium_Actinobacteria_70_608.contigs	8351	1251110	3973113	0.314894139683417	0.00115949488377601
BR_30_ET_27	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	26063	3907576	4712276	0.829233262228274	0.00305338081546141
BR_30_ET_27	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	9272	1390298	6293399	0.220913690678122	0.000813442556774412
BR_30_ET_27	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	507258	76059586	7381819	10.3036373555082	0.0379397813182747
BR_30_ET_27	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	837234	125486514	5018507	25.0047502175448	0.0920718307952272
BR_30_ET_27	E.coli_WM3604_scaffold_min1000	168	25191	4612074	0.00546196786955283	2.01119138211417e-05
BR_30_ET_27	Klebsiella_michiganensis_M5a1_GCF_002090195.1	5851318	877379839	5800138	151.268786880588	0.556997931556876
BR_30_ET_27	Methylobacterium_sp_UNC378MF_GCF_900103195.1	3325	498544	6358020	0.0784118326145561	0.000288725978944811
BR_30_ET_27	Pseudomonas_simiae_WCS417_GCF_000698265.1	910399	136472405	6169071	22.122035068165	0.081457173213953
BR_30_ET_27	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1201513	180160321	5087452	35.4126822228495	0.130395643118226
BR_30_ET_27	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_27	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_27	pHLL249	0	0	4808	0	0
BR_30_ET_27	pHLL250	755	113203	4892	23.1404333605887	0.0852070925071435
BR_30_ET_28	AMD830_Bacillus_Bacilli_39_7.contigs	114994	17241179	5285864	3.26175228874598	0.0115590300535133
BR_30_ET_28	AMD835_Microbacterium_Actinobacteria_70_608.contigs	12239	1833855	3973113	0.461566283163857	0.00163570316396732
BR_30_ET_28	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	45957	6890550	4712276	1.46225518199698	0.00518195439087341
BR_30_ET_28	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	13227	1983165	6293399	0.315118269157891	0.00111671924203893
BR_30_ET_28	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	609740	91421351	7381819	12.3846644031776	0.0438888963251233
BR_30_ET_28	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	882369	132248230	5018507	26.3521063136905	0.0933868552508733
BR_30_ET_28	E.coli_WM3604_scaffold_min1000	14	1968	4612074	0.000426706076268507	1.51216521764156e-06
BR_30_ET_28	Klebsiella_michiganensis_M5a1_GCF_002090195.1	6629295	994019671	5800138	171.378624267216	0.607333265395244
BR_30_ET_28	Methylobacterium_sp_UNC378MF_GCF_900103195.1	7321	1097667	6358020	0.172642898260779	0.000611813612090454
BR_30_ET_28	Pseudomonas_simiae_WCS417_GCF_000698265.1	1009377	151304480	6169071	24.526299016497	0.0869165412748547
BR_30_ET_28	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1415299	212214981	5087452	41.713411939808	0.147824402211792
BR_30_ET_28	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_28	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_28	pHLL249	0	0	4808	0	0
BR_30_ET_28	pHLL250	5	750	4892	0.153311529026983	0.000543306914411421
BR_30_ET_29	AMD830_Bacillus_Bacilli_39_7.contigs	100838	15118712	5285864	2.86021585118346	0.0113259046703985
BR_30_ET_29	AMD835_Microbacterium_Actinobacteria_70_608.contigs	10039	1504373	3973113	0.378638362412547	0.00149933509230288
BR_30_ET_29	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	38570	5782693	4712276	1.22715498837504	0.00485929773740294
BR_30_ET_29	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	21360	3202518	6293399	0.508869372496484	0.00201502484513398
BR_30_ET_29	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	539151	80835323	7381819	10.9505967296137	0.0433622569402463
BR_30_ET_29	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	1005990	150772606	5018507	30.0433188595732	0.118965764505193
BR_30_ET_29	E.coli_WM3604_scaffold_min1000	8	1199	4612074	0.000259969809677815	1.02943044678754e-06
BR_30_ET_29	Klebsiella_michiganensis_M5a1_GCF_002090195.1	5724138	858288541	5800138	147.97726209273	0.585961497680454
BR_30_ET_29	Methylobacterium_sp_UNC378MF_GCF_900103195.1	6567	984460	6358020	0.154837512307291	0.00061312676911025
BR_30_ET_29	Pseudomonas_simiae_WCS417_GCF_000698265.1	888998	133260688	6169071	21.601419079145	0.0855374649904462
BR_30_ET_29	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1247696	187084028	5087452	36.7736202719947	0.14561646367134
BR_30_ET_29	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_29	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_29	pHLL249	0	0	4808	0	0
BR_30_ET_29	pHLL250	2	300	4892	0.0613246116107931	0.000242833667523965
BR_30_ET_30	AMD830_Bacillus_Bacilli_39_7.contigs	150163	22514591	5285864	4.25939657168629	0.013082305485484
BR_30_ET_30	AMD835_Microbacterium_Actinobacteria_70_608.contigs	15430	2312633	3973113	0.582070784294331	0.00178777150381632
BR_30_ET_30	AMD837_Arthrobacter_Actinobacteria_63_1.contigs	59763	8960674	4712276	1.90155967095306	0.00584044807653017
BR_30_ET_30	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	20414	3060723	6293399	0.486338622420094	0.00149373985746771
BR_30_ET_30	Burkholderia_bryophila_376MFSha3.1_GCF_000383275.1	658801	98776606	7381819	13.3810658321479	0.0410985894342838
BR_30_ET_30	Dyella_japonica_UNC79MFTsu3.2_GCF_000620485.1	1636368	245266984	5018507	48.8725001280261	0.150106937861639
BR_30_ET_30	E.coli_WM3604_scaffold_min1000	17	2415	4612074	0.00052362559664047	1.60826302505039e-06
BR_30_ET_30	Klebsiella_michiganensis_M5a1_GCF_002090195.1	7127107	1068673955	5800138	184.24974629914	0.565904448233613
BR_30_ET_30	Methylobacterium_sp_UNC378MF_GCF_900103195.1	9581	1436296	6358020	0.22590303270515	0.000693838301789319
BR_30_ET_30	Pseudomonas_simiae_WCS417_GCF_000698265.1	1089339	163292936	6169071	26.4696152791887	0.0812987443966713
BR_30_ET_30	Ralstonia_sp_UNC404CL21Col_GCF_000620465.1	1530007	229416143	5087452	45.0945076238557	0.138503216247651
BR_30_ET_30	Sinorhizobium_meliloti_1021_GCF_000006965.1	0	0	6691694	0	0
BR_30_ET_30	pBFC0882_Barcoded_VcCas	0	0	10718	0	0
BR_30_ET_30	pHLL249	0	0	4808	0	0
BR_30_ET_30	pHLL250	2	300	4892	0.0613246116107931	0.00018835233802929
